text,intent,sentiment
Complaint TKT72d7ef9f: I am disappointed with ZENDBiz Connect 500 in USA.,Complaint,Angry
Complaint ID TKTcf84063d: Poor experience with ZENDBiz Connect 100.,Complaint,Angry
Inquiry TKT1e394bbd: Tell me about ZENDEnterprise Dedicated plans in Thailand.,Product Inquiry,Neutral
Complaint TKTe151f906: I am disappointed with ZENDEnterprise Dedicated in India.,Complaint,Angry
Inquiry TKT444af447: Tell me about ZENDCloud VM Enterprise plans in Thailand.,Product Inquiry,Neutral
Invoice INV176c20e1: I was charged extra for my ZENDOffice Net 500 plan in USA.,Billing,Neutral
Ticket TKT4124b1a8: My ZENDStorage 1TB service in India is not working.,Technical,Neutral
Ticket TKTef2f9ba6: Cannot access ZENDOffice Net 500 for enterprise account.,Technical,Angry
Ticket TKT2a1205d5: Cannot access Postpaid Platinum for enterprise account.,Technical,Angry
Ticket TKT12e72c60: Cannot access ZENDFiber Home 100 Mbps for individual account.,Technical,Neutral
Refund ticket TKT9cd5f919: Why no refund for ZENDOffice Net 200 in Thailand?,Refund,Neutral
Ticket TKTbacf216e: Cannot access ZENDFiber Home 100 Mbps for enterprise account.,Technical,Angry
Invoice INV0eb932b7: I was charged extra for my ZENDBiz Connect 500 plan in Thailand.,Billing,Angry
Inquiry TKT41f0e74e: Tell me about ZENDArchive Storage plans in Thailand.,Product Inquiry,Happy
Inquiry ID TKTcabd2676: Need pricing details of ZENDEnterprise Dedicated.,Product Inquiry,Neutral
Refund ticket TKTaa30679d: Why no refund for ZENDCloud VM Pro in Thailand?,Refund,Angry
Invoice INVfcbb35f7: Explain charges for ZENDOffice Net 1G under individual account.,Billing,Neutral
Issue ID TKTff8d5e72: Facing problem with ZENDBiz Connect 100.,Technical,Neutral
Request TKT12ab6a40: Does ZENDIndustrial Sensor support premium features?,Product Inquiry,Happy
Ticket TKTb115a293: Cannot access Postpaid Gold for individual account.,Technical,Neutral
Invoice INV5125f822: I was charged extra for my ZENDBiz Connect 1G plan in USA.,Billing,Neutral
Complaint TKT44eca240: I am disappointed with ZENDCloud VM Enterprise in India.,Complaint,Angry
Refund request TKTe88e6688: I want refund for ZENDBiz Connect 1G used in India.,Refund,Neutral
Ticket TKTbfab6af9: Cannot access ZENDSmart Traffic for enterprise account.,Technical,Neutral
Invoice INVef0b3e5d: My ZENDSmart Lighting bill in India seems incorrect.,Billing,Neutral
Ticket TKTb588ca96: Please process refund for ZENDSmart Traffic.,Refund,Neutral
Complaint ID TKT03a0c800: Poor experience with ZENDBiz Connect 100.,Complaint,Angry
Invoice INVcabf2767: My Postpaid Silver bill in Singapore seems incorrect.,Billing,Neutral
Inquiry ID TKT58676fb1: Need pricing details of ZENDCloud VM Basic.,Product Inquiry,Neutral
Issue ID TKT2076a465: Facing problem with ZENDStorage 1TB.,Technical,Angry
Ticket TKT8ff7fd9c: Very frustrated with Postpaid Gold service.,Complaint,Neutral
Inquiry TKT85253b98: Tell me about ZENDSmart Parking plans in India.,Product Inquiry,Neutral
Ticket TKTbd373baa: Cannot access ZENDEnterprise Ultra for enterprise account.,Technical,Neutral
Ticket TKTe273bb9e: My Postpaid Platinum service in Thailand is not working.,Technical,Angry
Refund ticket TKTa4b1f75c: Why no refund for ZENDFiber Home 100 Mbps in Singapore?,Refund,Neutral
Complaint ID TKTccba04f0: Poor experience with Postpaid Gold.,Complaint,Angry
Complaint ID TKT86021797: Poor experience with ZENDFiber Home 300 Mbps.,Complaint,Neutral
Refund request TKT44828ce8: I want refund for ZENDStorage 1TB used in USA.,Refund,Neutral
Invoice INV1573ce6f: I was charged extra for my ZENDOffice Net 1G plan in USA.,Billing,Neutral
Complaint ID TKT016277c5: Poor experience with ZENDEnterprise Dedicated.,Complaint,Neutral
Ticket TKT62a8919b: Please process refund for ZENDSmart Parking.,Refund,Angry
Invoice INV60c96feb: Explain charges for Postpaid Silver under individual account.,Billing,Neutral
Inquiry ID TKTf70bf402: Need pricing details of ZENDOffice Net 1G.,Product Inquiry,Neutral
Request TKT82fd261d: Does ZENDCloud VM Basic support premium features?,Product Inquiry,Neutral
Ticket TKT9bd3c2a4: My ZENDEnterprise Ultra service in India is not working.,Technical,Neutral
Refund ticket TKT2fbf31ac: Why no refund for Postpaid Silver in Singapore?,Refund,Neutral
Inquiry ID TKT13f715eb: Need pricing details of ZENDCloud VM Pro.,Product Inquiry,Neutral
Request TKTeab153d2: Does ZENDBiz Connect 100 support premium features?,Product Inquiry,Neutral
Issue ID TKT04597b4d: Facing problem with Prepaid Plus.,Technical,Neutral
Inquiry TKT41ac5ce6: Tell me about Postpaid Platinum plans in India.,Product Inquiry,Happy
Complaint ID TKT20342d97: Poor experience with ZENDOffice Net 500.,Complaint,Neutral
Invoice INV1a4eef5c: My ZENDEnterprise Dedicated bill in Thailand seems incorrect.,Billing,Angry
Complaint TKT2d56d621: I am disappointed with Prepaid Plus in Thailand.,Complaint,Neutral
Invoice INVcacbedab: I was charged extra for my ZENDFleet IoT plan in India.,Billing,Neutral
Request TKT05078da8: Does Postpaid Gold support premium features?,Product Inquiry,Neutral
Complaint TKT8c737bde: I am disappointed with ZENDFiber Home 300 Mbps in India.,Complaint,Neutral
Ticket TKT7fa38e82: My ZENDFiber Home 1 Gbps service in India is not working.,Technical,Neutral
Refund ticket TKTc327f3ff: Why no refund for ZENDOffice Net 200 in Singapore?,Refund,Angry
Ticket TKTeb548de6: Cannot access ZENDCloud VM Enterprise for individual account.,Technical,Neutral
Inquiry TKTc1adf010: Tell me about ZENDCloud VM Pro plans in Singapore.,Product Inquiry,Neutral
Invoice INV7d4e8790: I was charged extra for my ZENDBiz Connect 1G plan in Singapore.,Billing,Neutral
Invoice INVcf3b5dee: My ZENDOffice Net 500 bill in India seems incorrect.,Billing,Neutral
Refund request TKT283b9933: I want refund for ZENDOffice Net 1G used in USA.,Refund,Neutral
Issue ID TKTf3d3bdee: Facing problem with ZENDFiber Home 100 Mbps.,Technical,Neutral
Ticket TKT95f8d0f7: Cannot access ZENDBiz Connect 100 for enterprise account.,Technical,Neutral
Refund ticket TKTc51af44c: Why no refund for ZENDBiz Connect 100 in Thailand?,Refund,Neutral
Ticket TKT518ce247: Cannot access ZENDEnterprise Dedicated for individual account.,Technical,Neutral
Issue ID TKT7662d8e2: Facing problem with ZENDArchive Storage.,Technical,Angry
Invoice INV501bfcb5: Explain charges for ZENDCloud VM Enterprise under enterprise account.,Billing,Neutral
Issue ID TKTbb73a05e: Facing problem with Prepaid Plus.,Technical,Neutral
Refund request TKT3dfc1a76: I want refund for ZENDFleet IoT used in USA.,Refund,Neutral
Ticket TKTeef7a0d0: Very frustrated with ZENDIndustrial Sensor service.,Complaint,Angry
Request TKTf53828c4: Does ZENDBiz Connect 500 support premium features?,Product Inquiry,Neutral
Inquiry ID TKTa789af01: Need pricing details of ZENDFiber Home 300 Mbps.,Product Inquiry,Happy
Ticket TKT680a62ba: Please process refund for ZENDIndustrial Sensor.,Refund,Angry
Ticket TKT2cc12154: Cannot access ZENDSmart Parking for individual account.,Technical,Angry
Refund request TKT6da067b2: I want refund for Prepaid Basic used in India.,Refund,Angry
Ticket TKTe6b70c0a: My Postpaid Silver service in USA is not working.,Technical,Neutral
Ticket TKT31e17bcb: Very frustrated with Prepaid Basic service.,Complaint,Neutral
Refund request TKT68a82ced: I want refund for ZENDOffice Net 200 used in Thailand.,Refund,Neutral
Inquiry ID TKT48b7b828: Need pricing details of ZENDFleet IoT.,Product Inquiry,Neutral
Complaint ID TKT4993ce54: Poor experience with ZENDStorage 10TB.,Complaint,Angry
Refund request TKT241b5d76: I want refund for ZENDCloud VM Enterprise used in USA.,Refund,Neutral
Invoice INVe37b8313: I was charged extra for my ZENDOffice Net 1G plan in Thailand.,Billing,Neutral
Complaint ID TKT3898d08f: Poor experience with ZENDIndustrial Sensor.,Complaint,Angry
Invoice INV013c4270: I was charged extra for my ZENDSmart Traffic plan in USA.,Billing,Neutral
Ticket TKT684488da: Very frustrated with ZENDSmart Parking service.,Complaint,Angry
Ticket TKTbc9d5647: Very frustrated with ZENDFiber Home 100 Mbps service.,Complaint,Neutral
Complaint TKT8d4b6366: I am disappointed with ZENDFleet IoT in Thailand.,Complaint,Angry
Refund ticket TKTa7178e33: Why no refund for Prepaid Basic in Singapore?,Refund,Neutral
Invoice INVb0b08980: My ZENDSmart Parking bill in USA seems incorrect.,Billing,Neutral
Refund ticket TKT189c10f0: Why no refund for Prepaid Basic in Singapore?,Refund,Neutral
Inquiry TKT94639df5: Tell me about ZENDSmart Parking plans in Thailand.,Product Inquiry,Happy
Refund request TKT997acb63: I want refund for Prepaid Unlimited used in Thailand.,Refund,Angry
Request TKTd7be0cb4: Does ZENDFiber Home 1 Gbps support premium features?,Product Inquiry,Neutral
Inquiry ID TKT23e9b9c6: Need pricing details of ZENDSmart Traffic.,Product Inquiry,Neutral
Invoice INV167c8cf0: I was charged extra for my ZENDStorage 1TB plan in Singapore.,Billing,Neutral
Invoice INV9c101ca9: Explain charges for ZENDStorage 1TB under individual account.,Billing,Neutral
Ticket TKT54dbbea6: Please process refund for ZENDBiz Connect 100.,Refund,Neutral
Refund request TKTcbcdac6a: I want refund for Prepaid Unlimited used in USA.,Refund,Neutral
Refund ticket TKT7a016a80: Why no refund for ZENDCloud VM Pro in Thailand?,Refund,Neutral
Inquiry TKTe25bd39e: Tell me about Prepaid Unlimited plans in India.,Product Inquiry,Neutral
Ticket TKTe5b26732: My ZENDEnterprise Dedicated service in Thailand is not working.,Technical,Neutral
Invoice INVce6ced59: I was charged extra for my ZENDSmart Lighting plan in India.,Billing,Neutral
Invoice INV176ad1f9: I was charged extra for my ZENDArchive Storage plan in Thailand.,Billing,Angry
Complaint ID TKT49d0dd17: Poor experience with ZENDFiber Home 300 Mbps.,Complaint,Angry
Ticket TKT2b1a2a58: My ZENDOffice Net 500 service in Singapore is not working.,Technical,Neutral
Invoice INV65009602: Explain charges for ZENDSmart Lighting under individual account.,Billing,Neutral
Issue ID TKT1b386040: Facing problem with Prepaid Basic.,Technical,Neutral
Ticket TKTe1f43b50: My ZENDArchive Storage service in USA is not working.,Technical,Neutral
Ticket TKTf177f35c: Please process refund for ZENDBiz Connect 1G.,Refund,Neutral
Complaint TKT5592c679: I am disappointed with ZENDSmart Parking in Thailand.,Complaint,Angry
Invoice INV21b45800: Explain charges for ZENDCloud VM Pro under enterprise account.,Billing,Neutral
Invoice INV22f9178a: I was charged extra for my ZENDSmart Lighting plan in Singapore.,Billing,Neutral
Issue ID TKTf63d7845: Facing problem with ZENDSmart Traffic.,Technical,Neutral
Complaint TKT30c219a7: I am disappointed with Postpaid Gold in USA.,Complaint,Neutral
Invoice INV6415d98e: I was charged extra for my ZENDBiz Connect 500 plan in USA.,Billing,Neutral
Request TKTe42e343b: Does Postpaid Platinum support premium features?,Product Inquiry,Happy
Ticket TKT00210bc4: Very frustrated with ZENDEnterprise Ultra service.,Complaint,Neutral
Complaint TKT208cdcf1: I am disappointed with ZENDOffice Net 200 in India.,Complaint,Angry
Inquiry TKT06176c43: Tell me about Postpaid Platinum plans in USA.,Product Inquiry,Happy
Complaint TKT413e2ecd: I am disappointed with ZENDSmart Lighting in Singapore.,Complaint,Neutral
Complaint ID TKT85037c18: Poor experience with Postpaid Silver.,Complaint,Angry
Refund request TKTabcb6c22: I want refund for ZENDIndustrial Sensor used in USA.,Refund,Angry
Ticket TKTf598c47e: Cannot access ZENDFiber Home 100 Mbps for individual account.,Technical,Neutral
Issue ID TKT3d8a8625: Facing problem with ZENDEnterprise Dedicated.,Technical,Neutral
Invoice INV554e4fa0: My Postpaid Gold bill in Thailand seems incorrect.,Billing,Neutral
Invoice INV50a66818: Explain charges for ZENDFleet IoT under enterprise account.,Billing,Neutral
Ticket TKT292abf61: Cannot access ZENDFleet IoT for individual account.,Technical,Angry
Refund request TKT145dc433: I want refund for ZENDEnterprise Ultra used in Thailand.,Refund,Neutral
Refund ticket TKT53024ed6: Why no refund for ZENDSmart Traffic in USA?,Refund,Neutral
Complaint ID TKT684d82fc: Poor experience with ZENDBiz Connect 500.,Complaint,Angry
Inquiry TKT5064b426: Tell me about ZENDEnterprise Ultra plans in India.,Product Inquiry,Happy
Ticket TKTb90619d2: Cannot access ZENDSmart Lighting for individual account.,Technical,Neutral
Complaint ID TKT6c947167: Poor experience with ZENDEnterprise Ultra.,Complaint,Neutral
Invoice INV0bb5d1bd: My Prepaid Unlimited bill in India seems incorrect.,Billing,Neutral
Invoice INV9a241b62: My ZENDBiz Connect 100 bill in Singapore seems incorrect.,Billing,Neutral
Ticket TKTc505333b: Cannot access ZENDOffice Net 200 for individual account.,Technical,Angry
Request TKT4c5fb131: Does Postpaid Silver support premium features?,Product Inquiry,Neutral
Refund request TKT811f09fc: I want refund for Prepaid Unlimited used in Singapore.,Refund,Neutral
Ticket TKTd30ddeb5: My ZENDBiz Connect 500 service in USA is not working.,Technical,Neutral
Complaint TKT29f9460a: I am disappointed with Prepaid Basic in Singapore.,Complaint,Angry
Invoice INV6ad54077: I was charged extra for my ZENDSmart Parking plan in Singapore.,Billing,Neutral
Complaint ID TKT8e3d3880: Poor experience with ZENDEnterprise Ultra.,Complaint,Angry
Ticket TKT70f18268: Very frustrated with Prepaid Plus service.,Complaint,Angry
Refund ticket TKT0e059296: Why no refund for ZENDEnterprise Dedicated in USA?,Refund,Neutral
Issue ID TKTd1371607: Facing problem with ZENDStorage 10TB.,Technical,Neutral
Invoice INVaa27dcb7: My ZENDStorage 10TB bill in India seems incorrect.,Billing,Neutral
Ticket TKTe1d53d7d: My ZENDBiz Connect 500 service in India is not working.,Technical,Neutral
Ticket TKTf01d8f29: Cannot access Prepaid Unlimited for individual account.,Technical,Neutral
Ticket TKT594ca42a: Please process refund for ZENDFiber Home 300 Mbps.,Refund,Neutral
Complaint TKTa06f0f99: I am disappointed with ZENDBiz Connect 1G in Thailand.,Complaint,Angry
Request TKT7b2bd875: Does ZENDArchive Storage support premium features?,Product Inquiry,Happy
Ticket TKT50fd87fc: Please process refund for Prepaid Plus.,Refund,Neutral
Ticket TKTb39e0917: Cannot access ZENDBiz Connect 500 for enterprise account.,Technical,Neutral
Ticket TKT0bfc8fbc: Please process refund for ZENDCloud VM Basic.,Refund,Neutral
Invoice INVbe6bc58d: My Prepaid Unlimited bill in India seems incorrect.,Billing,Neutral
Refund ticket TKT8c26849d: Why no refund for ZENDEnterprise Ultra in India?,Refund,Neutral
Ticket TKT00a2a9e3: Very frustrated with ZENDFleet IoT service.,Complaint,Angry
Invoice INV143dd600: My ZENDSmart Parking bill in Thailand seems incorrect.,Billing,Neutral
Invoice INV5ad0da49: My ZENDStorage 10TB bill in Singapore seems incorrect.,Billing,Neutral
Issue ID TKT649bb81c: Facing problem with Prepaid Plus.,Technical,Neutral
Ticket TKT1c67d643: My ZENDBiz Connect 1G service in India is not working.,Technical,Angry
Ticket TKT17a2947e: Very frustrated with ZENDBiz Connect 500 service.,Complaint,Neutral
Inquiry ID TKT7f31e424: Need pricing details of ZENDEnterprise Ultra.,Product Inquiry,Neutral
Invoice INV0d55d0e2: My ZENDSmart Traffic bill in Thailand seems incorrect.,Billing,Neutral
Invoice INVc69ba04d: Explain charges for ZENDCloud VM Pro under enterprise account.,Billing,Neutral
Ticket TKT10fdc6f0: Very frustrated with ZENDOffice Net 500 service.,Complaint,Angry
Ticket TKTb8d4380c: Please process refund for ZENDFiber Home 1 Gbps.,Refund,Neutral
Complaint TKT047e8265: I am disappointed with Prepaid Unlimited in India.,Complaint,Angry
Invoice INV8f0cf069: My ZENDEnterprise Dedicated bill in Thailand seems incorrect.,Billing,Neutral
Ticket TKT3ce4fbb7: Very frustrated with ZENDSmart Parking service.,Complaint,Angry
Issue ID TKT16ff5ff0: Facing problem with ZENDBiz Connect 100.,Technical,Angry
Ticket TKT218eaa71: My ZENDEnterprise Ultra service in Thailand is not working.,Technical,Neutral
Ticket TKTa765deba: Cannot access ZENDOffice Net 200 for enterprise account.,Technical,Neutral
Ticket TKT1e7c6308: Very frustrated with ZENDBiz Connect 100 service.,Complaint,Neutral
Inquiry ID TKT8c16c669: Need pricing details of Postpaid Platinum.,Product Inquiry,Neutral
Ticket TKT28fdae68: Very frustrated with ZENDFiber Home 300 Mbps service.,Complaint,Neutral
Ticket TKT27b46c08: Cannot access Postpaid Gold for individual account.,Technical,Neutral
Complaint TKT63c0a61d: I am disappointed with ZENDBiz Connect 1G in Singapore.,Complaint,Neutral
Invoice INV3781ca99: Explain charges for ZENDEnterprise Ultra under individual account.,Billing,Neutral
Refund ticket TKT4fdce189: Why no refund for ZENDSmart Traffic in Thailand?,Refund,Neutral
Complaint ID TKT2c96eec5: Poor experience with ZENDBiz Connect 500.,Complaint,Neutral
Invoice INVce652e26: I was charged extra for my ZENDCloud VM Basic plan in Singapore.,Billing,Neutral
Ticket TKT56a169e6: Very frustrated with Prepaid Unlimited service.,Complaint,Neutral
Issue ID TKT22aaff26: Facing problem with Postpaid Silver.,Technical,Neutral
Refund ticket TKTb0fbac6d: Why no refund for Prepaid Plus in USA?,Refund,Neutral
Invoice INV4da6e927: I was charged extra for my ZENDSmart Traffic plan in Thailand.,Billing,Neutral
Complaint ID TKT63b25d56: Poor experience with ZENDEnterprise Dedicated.,Complaint,Angry
Invoice INV7132e1f6: I was charged extra for my Postpaid Platinum plan in USA.,Billing,Angry
Invoice INV46cf2543: My ZENDSmart Lighting bill in Singapore seems incorrect.,Billing,Neutral
Complaint ID TKT76d9a2bd: Poor experience with ZENDStorage 1TB.,Complaint,Angry
Inquiry TKTdf2467c8: Tell me about ZENDEnterprise Ultra plans in Thailand.,Product Inquiry,Happy
